Nom_dé,Seed,Rank,Résultat,Index
Base_Dice,1711718741449553692,Iron,2,1
Base_Dice,1711718741449577897,Iron,3,1
Base_Dice,1711718741449601994,Iron,3,1
Base_Dice,1711718741449626013,Iron,2,1
Base_Dice,1711718741449650102,Iron,1,1
Base_Dice,1711718741449674145,Iron,3,1
Base_Dice,1711718741449698171,Iron,5,1
Base_Dice,1711718741449722212,Iron,1,1
Base_Dice,1711718741449746206,Iron,4,1
Base_Dice,1711718741449770346,Iron,4,1
Base_Dice,1711718741449794523,Iron,6,1
Base_Dice,1711718741449818548,Iron,5,1
Base_Dice,1711718741449842547,Iron,4,1
Base_Dice,1711718741449866568,Iron,2,1
Base_Dice,1711718741449890592,Iron,3,1
Base_Dice,1711718741449914604,Iron,5,1
Base_Dice,1711718741449938654,Iron,3,1
Base_Dice,1711718741449962642,Iron,2,1
Base_Dice,1711718741449986824,Iron,1,1
Base_Dice,1711718741450010842,Iron,4,1
Base_Dice,1711718741450034997,Iron,4,1
Base_Dice,1711718741450059067,Iron,3,1
Base_Dice,1711718741450083207,Iron,4,1
Base_Dice,1711718741450107236,Iron,1,1
Base_Dice,1711718741450131338,Iron,4,1
Base_Dice,1711718741450155421,Iron,4,1
Base_Dice,1711718741450179447,Iron,2,1
Base_Dice,1711718741450203525,Iron,2,1
Base_Dice,1711718741450227544,Iron,3,1
Base_Dice,1711718741450251542,Iron,5,1
Base_Dice,1711718741450275551,Iron,3,1
Base_Dice,1711718741450299577,Iron,1,1
Base_Dice,1711718741450323644,Iron,6,1
Base_Dice,1711718741450347690,Iron,5,1
Base_Dice,1711718741450371733,Iron,4,1
Base_Dice,1711718741450395744,Iron,6,1
Base_Dice,1711718741450419881,Iron,2,1
Base_Dice,1711718741450443870,Iron,3,1
Base_Dice,1711718741450467872,Iron,4,1
Base_Dice,1711718741450491929,Iron,2,1
Base_Dice,1711718741450515998,Iron,3,1
Base_Dice,1711718741450540541,Iron,6,1
Base_Dice,1711718741450562854,Iron,4,1
Base_Dice,1711718741450585131,Iron,6,1
Base_Dice,1711718741450607477,Iron,1,1
Base_Dice,1711718741450629820,Iron,5,1
Base_Dice,1711718741450652139,Iron,5,1
Base_Dice,1711718741450674453,Iron,3,1
Base_Dice,1711718741450696735,Iron,1,1
Base_Dice,1711718741450719143,Iron,1,1
Base_Dice,1711718741450763308,Iron,1,1
Base_Dice,1711718741450787061,Iron,2,1
Base_Dice,1711718741450816992,Iron,2,1
Base_Dice,1711718741450840011,Iron,5,1
Base_Dice,1711718741450864118,Iron,6,1
Base_Dice,1711718741450886487,Iron,5,1
Base_Dice,1711718741450909010,Iron,4,1
Base_Dice,1711718741450931376,Iron,6,1
Base_Dice,1711718741450953793,Iron,6,1
Base_Dice,1711718741450976179,Iron,4,1
Base_Dice,1711718741450998617,Iron,5,1
Base_Dice,1711718741451021010,Iron,6,1
Base_Dice,1711718741451043453,Iron,3,1
Base_Dice,1711718741451065896,Iron,4,1
Base_Dice,1711718741451088232,Iron,5,1
Base_Dice,1711718741451110501,Iron,1,1
Base_Dice,1711718741451132882,Iron,3,1
Base_Dice,1711718741451155258,Iron,6,1
Base_Dice,1711718741451177693,Iron,4,1
Base_Dice,1711718741451200102,Iron,6,1
Base_Dice,1711718741451222503,Iron,4,1
Base_Dice,1711718741451244893,Iron,2,1
Base_Dice,1711718741451267309,Iron,2,1
Base_Dice,1711718741451289669,Iron,6,1
Base_Dice,1711718741451312025,Iron,5,1
Base_Dice,1711718741451334436,Iron,6,1
Base_Dice,1711718741451356840,Iron,3,1
Base_Dice,1711718741451379248,Iron,6,1
Base_Dice,1711718741451401618,Iron,2,1
Base_Dice,1711718741451424038,Iron,4,1
Base_Dice,1711718741451446456,Iron,5,1
Base_Dice,1711718741451468823,Iron,3,1
Base_Dice,1711718741451491216,Iron,2,1
Base_Dice,1711718741451513635,Iron,5,1
Base_Dice,1711718741451536175,Iron,1,1
Base_Dice,1711718741451558591,Iron,3,1
Base_Dice,1711718741451580944,Iron,6,1
Base_Dice,1711718741451603343,Iron,2,1
Base_Dice,1711718741451625787,Iron,1,1
Base_Dice,1711718741451648097,Iron,6,1
Base_Dice,1711718741451670481,Iron,2,1
Base_Dice,1711718741451692837,Iron,5,1
Base_Dice,1711718741451718707,Iron,2,1
Base_Dice,1711718741451741074,Iron,2,1
Base_Dice,1711718741451763466,Iron,6,1
Base_Dice,1711718741451785846,Iron,4,1
Base_Dice,1711718741451808216,Iron,4,1
Base_Dice,1711718741451830639,Iron,3,1
Base_Dice,1711718741451853072,Iron,2,1
Base_Dice,1711718741451875454,Iron,3,1
Base_Dice,1711718741451897809,Iron,3,1
Base_Dice,1711718741451920215,Iron,2,1
Base_Dice,1711718741451942636,Iron,5,1
Base_Dice,1711718741451965062,Iron,3,1
Base_Dice,1711718741451987490,Iron,1,1
Base_Dice,1711718741452009890,Iron,1,1
Base_Dice,1711718741452032301,Iron,6,1
Base_Dice,1711718741452054700,Iron,2,1
Base_Dice,1711718741452077119,Iron,6,1
Base_Dice,1711718741452099485,Iron,4,1
Base_Dice,1711718741452121874,Iron,5,1
Base_Dice,1711718741452144296,Iron,2,1
Base_Dice,1711718741452166648,Iron,5,1
Base_Dice,1711718741452189028,Iron,1,1
Base_Dice,1711718741452211418,Iron,6,1
Base_Dice,1711718741452233851,Iron,3,1
Base_Dice,1711718741452256262,Iron,6,1
Base_Dice,1711718741452278615,Iron,4,1
Base_Dice,1711718741452301012,Iron,5,1
Base_Dice,1711718741452323405,Iron,1,1
Base_Dice,1711718741452345778,Iron,1,1
Base_Dice,1711718741452368152,Iron,5,1
Base_Dice,1711718741452390539,Iron,6,1
Base_Dice,1711718741452412915,Iron,3,1
Base_Dice,1711718741452435279,Iron,2,1
Base_Dice,1711718741452457710,Iron,3,1
Base_Dice,1711718741452480109,Iron,2,1
Base_Dice,1711718741452502453,Iron,4,1
Base_Dice,1711718741452524837,Iron,4,1
Base_Dice,1711718741452547243,Iron,6,1
Base_Dice,1711718741452569619,Iron,4,1
Base_Dice,1711718741452592032,Iron,4,1
Base_Dice,1711718741452614431,Iron,1,1
Base_Dice,1711718741452636840,Iron,3,1
Base_Dice,1711718741452659198,Iron,4,1
Base_Dice,1711718741452681555,Iron,1,1
Base_Dice,1711718741452703956,Iron,3,1
Base_Dice,1711718741452726336,Iron,2,1
Base_Dice,1711718741452748775,Iron,3,1
Base_Dice,1711718741452771194,Iron,3,1
Base_Dice,1711718741452793570,Iron,3,1
Base_Dice,1711718741452815888,Iron,2,1
Base_Dice,1711718741452838313,Iron,5,1
Base_Dice,1711718741452860755,Iron,5,1
Base_Dice,1711718741452883217,Iron,4,1
Base_Dice,1711718741452905535,Iron,6,1
Base_Dice,1711718741452927931,Iron,4,1
Base_Dice,1711718741452950341,Iron,2,1
Base_Dice,1711718741452972832,Iron,3,1
Base_Dice,1711718741452995228,Iron,4,1
Base_Dice,1711718741453017642,Iron,6,1
Base_Dice,1711718741453040047,Iron,5,1
Base_Dice,1711718741453062441,Iron,4,1
Base_Dice,1711718741453084862,Iron,4,1
Base_Dice,1711718741453107170,Iron,6,1
Base_Dice,1711718741453129536,Iron,6,1
Base_Dice,1711718741453151948,Iron,6,1
Base_Dice,1711718741453174354,Iron,5,1
Base_Dice,1711718741453196792,Iron,4,1
Base_Dice,1711718741453219224,Iron,3,1
Base_Dice,1711718741453241596,Iron,3,1
Base_Dice,1711718741453281411,Iron,3,1
Base_Dice,1711718741453305134,Iron,5,1
Base_Dice,1711718741453328042,Iron,3,1
Base_Dice,1711718741453351278,Iron,5,1
Base_Dice,1711718741453374621,Iron,2,1
Base_Dice,1711718741453397222,Iron,5,1
Base_Dice,1711718741453419629,Iron,2,1
Base_Dice,1711718741453442517,Iron,6,1
Base_Dice,1711718741453465526,Iron,4,1
Base_Dice,1711718741453502989,Iron,5,1
Base_Dice,1711718741453525420,Iron,5,1
Base_Dice,1711718741453547957,Iron,4,1
Base_Dice,1711718741453570336,Iron,2,1
Base_Dice,1711718741453592670,Iron,4,1
Base_Dice,1711718741453615043,Iron,1,1
Base_Dice,1711718741453637338,Iron,4,1
Base_Dice,1711718741453659767,Iron,3,1
Base_Dice,1711718741453682058,Iron,3,1
Base_Dice,1711718741453704479,Iron,6,1
Base_Dice,1711718741453726809,Iron,4,1
Base_Dice,1711718741453749195,Iron,4,1
Base_Dice,1711718741453771530,Iron,5,1
Base_Dice,1711718741453793870,Iron,3,1
Base_Dice,1711718741453816197,Iron,5,1
Base_Dice,1711718741453838467,Iron,4,1
Base_Dice,1711718741453860840,Iron,3,1
Base_Dice,1711718741453883102,Iron,1,1
Base_Dice,1711718741453905398,Iron,1,1
Base_Dice,1711718741453927720,Iron,3,1
Base_Dice,1711718741453950020,Iron,5,1
Base_Dice,1711718741453972288,Iron,2,1
Base_Dice,1711718741453994575,Iron,5,1
Base_Dice,1711718741454016927,Iron,4,1
Base_Dice,1711718741454039263,Iron,5,1
Base_Dice,1711718741454061539,Iron,3,1
Base_Dice,1711718741454083903,Iron,5,1
Base_Dice,1711718741454106243,Iron,6,1
Base_Dice,1711718741454128513,Iron,4,1
Base_Dice,1711718741454150928,Iron,2,1
Base_Dice,1711718741454173272,Iron,4,1
Base_Dice,1711718741454195619,Iron,6,1
Base_Dice,1711718741454217871,Iron,4,1
Base_Dice,1711718741454240210,Iron,6,1
Base_Dice,1711718741454262498,Iron,2,1
Base_Dice,1711718741454284805,Iron,5,1
Base_Dice,1711718741454307109,Iron,2,1
Base_Dice,1711718741454329404,Iron,3,1
Base_Dice,1711718741454351705,Iron,3,1
Base_Dice,1711718741454373974,Iron,3,1
Base_Dice,1711718741454396288,Iron,1,1
Base_Dice,1711718741454418657,Iron,1,1
Base_Dice,1711718741454441060,Iron,2,1
Base_Dice,1711718741454463405,Iron,2,1
Base_Dice,1711718741454485707,Iron,2,1
Base_Dice,1711718741454508007,Iron,3,1
Base_Dice,1711718741454530424,Iron,2,1
Base_Dice,1711718741454552742,Iron,6,1
Base_Dice,1711718741454575037,Iron,3,1
Base_Dice,1711718741454597495,Iron,5,1
Base_Dice,1711718741454619865,Iron,3,1
Base_Dice,1711718741454642298,Iron,2,1
Base_Dice,1711718741454664674,Iron,3,1
Base_Dice,1711718741454687030,Iron,1,1
Base_Dice,1711718741454709472,Iron,2,1
Base_Dice,1711718741454731877,Iron,4,1
Base_Dice,1711718741454754313,Iron,2,1
Base_Dice,1711718741454777972,Iron,4,1
Base_Dice,1711718741454831567,Iron,3,1
Base_Dice,1711718741454854532,Iron,2,1
Base_Dice,1711718741454876947,Iron,5,1
Base_Dice,1711718741454899492,Iron,4,1
Base_Dice,1711718741454921855,Iron,1,1
Base_Dice,1711718741454944272,Iron,4,1
Base_Dice,1711718741454966898,Iron,2,1
Base_Dice,1711718741454989300,Iron,1,1
Base_Dice,1711718741455011822,Iron,1,1
Base_Dice,1711718741455034482,Iron,2,1
Base_Dice,1711718741455057332,Iron,1,1
Base_Dice,1711718741455079865,Iron,6,1
Base_Dice,1711718741455102191,Iron,5,1
Base_Dice,1711718741455124527,Iron,2,1
Base_Dice,1711718741455146831,Iron,4,1
Base_Dice,1711718741455169210,Iron,3,1
Base_Dice,1711718741455191531,Iron,3,1
Base_Dice,1711718741455213897,Iron,1,1
Base_Dice,1711718741455236259,Iron,3,1
Base_Dice,1711718741455258518,Iron,1,1
Base_Dice,1711718741455280823,Iron,3,1
Base_Dice,1711718741455303127,Iron,3,1
Base_Dice,1711718741455325497,Iron,5,1
Base_Dice,1711718741455347827,Iron,4,1
Base_Dice,1711718741455370130,Iron,1,1
Base_Dice,1711718741455392462,Iron,2,1
Base_Dice,1711718741455414896,Iron,3,1
Base_Dice,1711718741455437212,Iron,2,1
Base_Dice,1711718741455459569,Iron,3,1
Base_Dice,1711718741455481908,Iron,3,1
Base_Dice,1711718741455504278,Iron,3,1
Base_Dice,1711718741455526577,Iron,3,1
Base_Dice,1711718741455548891,Iron,4,1
Base_Dice,1711718741455571202,Iron,6,1
Base_Dice,1711718741455593550,Iron,5,1
Base_Dice,1711718741455615852,Iron,2,1
Base_Dice,1711718741455638198,Iron,4,1
Base_Dice,1711718741455660485,Iron,5,1
Base_Dice,1711718741455682805,Iron,2,1
Base_Dice,1711718741455705095,Iron,4,1
Base_Dice,1711718741455727389,Iron,4,1
Base_Dice,1711718741455749615,Iron,5,1
Base_Dice,1711718741455771966,Iron,2,1
Base_Dice,1711718741455814026,Iron,5,1
Base_Dice,1711718741455837996,Iron,1,1
Base_Dice,1711718741455860959,Iron,5,1
Base_Dice,1711718741455884256,Iron,1,1
Base_Dice,1711718741455907619,Iron,2,1
Base_Dice,1711718741455930090,Iron,3,1
Base_Dice,1711718741455952526,Iron,4,1
Base_Dice,1711718741455975015,Iron,5,1
Base_Dice,1711718741455997326,Iron,4,1
Base_Dice,1711718741456019767,Iron,4,1
Base_Dice,1711718741456042041,Iron,2,1
Base_Dice,1711718741456064434,Iron,6,1
Base_Dice,1711718741456086829,Iron,5,1
Base_Dice,1711718741456109176,Iron,2,1
Base_Dice,1711718741456131500,Iron,6,1
Base_Dice,1711718741456153934,Iron,4,1
Base_Dice,1711718741456176299,Iron,4,1
Base_Dice,1711718741456198711,Iron,5,1
Base_Dice,1711718741456220976,Iron,1,1
Base_Dice,1711718741456243318,Iron,4,1
Base_Dice,1711718741456265746,Iron,5,1
Base_Dice,1711718741456288051,Iron,1,1
Base_Dice,1711718741456310452,Iron,3,1
Base_Dice,1711718741456332856,Iron,2,1
Base_Dice,1711718741456355271,Iron,3,1
Base_Dice,1711718741456377608,Iron,1,1
Base_Dice,1711718741456400141,Iron,1,1
Base_Dice,1711718741456422576,Iron,5,1
Base_Dice,1711718741456444968,Iron,3,1
Base_Dice,1711718741456467306,Iron,5,1
Base_Dice,1711718741456489707,Iron,1,1
Base_Dice,1711718741456512097,Iron,5,1
Base_Dice,1711718741456534515,Iron,5,1
Base_Dice,1711718741456556893,Iron,6,1
Base_Dice,1711718741456579333,Iron,3,1
Base_Dice,1711718741456601636,Iron,4,1
Base_Dice,1711718741456624062,Iron,2,1
Base_Dice,1711718741456646488,Iron,4,1
Base_Dice,1711718741456668796,Iron,6,1
Base_Dice,1711718741456691200,Iron,4,1
Base_Dice,1711718741456713599,Iron,1,1
Base_Dice,1711718741456736011,Iron,4,1
Base_Dice,1711718741456758413,Iron,6,1
Base_Dice,1711718741456780799,Iron,5,1
Base_Dice,1711718741456803172,Iron,1,1
Base_Dice,1711718741456825435,Iron,2,1
Base_Dice,1711718741456847774,Iron,2,1
Base_Dice,1711718741456870103,Iron,3,1
Base_Dice,1711718741456892499,Iron,6,1
Base_Dice,1711718741456914896,Iron,2,1
Base_Dice,1711718741456937285,Iron,5,1
Base_Dice,1711718741456959583,Iron,4,1
Base_Dice,1711718741456981995,Iron,1,1
Base_Dice,1711718741457004452,Iron,3,1
Base_Dice,1711718741457026822,Iron,6,1
Base_Dice,1711718741457049288,Iron,3,1
Base_Dice,1711718741457071517,Iron,4,1
Base_Dice,1711718741457093910,Iron,3,1
Base_Dice,1711718741457116294,Iron,5,1
Base_Dice,1711718741457138614,Iron,3,1
Base_Dice,1711718741457160938,Iron,2,1
Base_Dice,1711718741457183300,Iron,6,1
Base_Dice,1711718741457205690,Iron,4,1
Base_Dice,1711718741457228039,Iron,4,1
Base_Dice,1711718741457250405,Iron,6,1
Base_Dice,1711718741457272786,Iron,3,1
Base_Dice,1711718741457295165,Iron,6,1
Base_Dice,1711718741457317529,Iron,2,1
Base_Dice,1711718741457339904,Iron,4,1
Base_Dice,1711718741457366705,Iron,4,1
Base_Dice,1711718741457389105,Iron,6,1
Base_Dice,1711718741457411531,Iron,4,1
Base_Dice,1711718741457433898,Iron,1,1
Base_Dice,1711718741457456334,Iron,2,1
Base_Dice,1711718741457478640,Iron,5,1
Base_Dice,1711718741457501021,Iron,1,1
Base_Dice,1711718741457523397,Iron,5,1
Base_Dice,1711718741457545773,Iron,3,1
Base_Dice,1711718741457568143,Iron,2,1
Base_Dice,1711718741457590576,Iron,1,1
Base_Dice,1711718741457612969,Iron,2,1
Base_Dice,1711718741457635260,Iron,6,1
Base_Dice,1711718741457657626,Iron,4,1
Base_Dice,1711718741457680047,Iron,4,1
Base_Dice,1711718741457702363,Iron,2,1
Base_Dice,1711718741457724715,Iron,6,1
Base_Dice,1711718741457747076,Iron,4,1
Base_Dice,1711718741457769951,Iron,4,1
Base_Dice,1711718741457790775,Iron,2,1
Base_Dice,1711718741457811665,Iron,4,1
Base_Dice,1711718741457832639,Iron,2,1
Base_Dice,1711718741457853445,Iron,1,1
Base_Dice,1711718741457874336,Iron,4,1
Base_Dice,1711718741457895282,Iron,6,1
Base_Dice,1711718741457916195,Iron,3,1
Base_Dice,1711718741457937001,Iron,4,1
Base_Dice,1711718741457957887,Iron,5,1
Base_Dice,1711718741457978764,Iron,4,1
Base_Dice,1711718741457999548,Iron,2,1
Base_Dice,1711718741458020454,Iron,2,1
Base_Dice,1711718741458041354,Iron,3,1
Base_Dice,1711718741458062236,Iron,1,1
Base_Dice,1711718741458083148,Iron,1,1
Base_Dice,1711718741458104069,Iron,5,1
Base_Dice,1711718741458124953,Iron,1,1
Base_Dice,1711718741458145789,Iron,2,1
Base_Dice,1711718741458166683,Iron,5,1
Base_Dice,1711718741458187535,Iron,1,1
Base_Dice,1711718741458208443,Iron,2,1
Base_Dice,1711718741458229242,Iron,2,1
Base_Dice,1711718741458250124,Iron,5,1
Base_Dice,1711718741458282546,Iron,1,1
Base_Dice,1711718741458304807,Iron,3,1
Base_Dice,1711718741458326183,Iron,4,1
Base_Dice,1711718741458347719,Iron,3,1
Base_Dice,1711718741458369212,Iron,3,1
Base_Dice,1711718741458390227,Iron,2,1
Base_Dice,1711718741458411166,Iron,6,1
Base_Dice,1711718741458432068,Iron,5,1
Base_Dice,1711718741458452979,Iron,3,1
Base_Dice,1711718741458473873,Iron,1,1
Base_Dice,1711718741458494792,Iron,3,1
Base_Dice,1711718741458515654,Iron,3,1
Base_Dice,1711718741458536514,Iron,5,1
Base_Dice,1711718741458557371,Iron,2,1
Base_Dice,1711718741458578326,Iron,3,1
Base_Dice,1711718741458599208,Iron,5,1
Base_Dice,1711718741458620049,Iron,3,1
Base_Dice,1711718741458640983,Iron,3,1
Base_Dice,1711718741458661927,Iron,3,1
Base_Dice,1711718741458682860,Iron,4,1
Base_Dice,1711718741458703757,Iron,5,1
Base_Dice,1711718741458724584,Iron,2,1
Base_Dice,1711718741458745451,Iron,1,1
Base_Dice,1711718741458766376,Iron,5,1
Base_Dice,1711718741458787184,Iron,1,1
Base_Dice,1711718741458815256,Iron,4,1
Base_Dice,1711718741458837321,Iron,5,1
Base_Dice,1711718741458859040,Iron,1,1
Base_Dice,1711718741458879971,Iron,5,1
Base_Dice,1711718741458900902,Iron,3,1
Base_Dice,1711718741458921822,Iron,2,1
Base_Dice,1711718741458942619,Iron,3,1
Base_Dice,1711718741458964340,Iron,1,1
Base_Dice,1711718741458986505,Iron,6,1
Base_Dice,1711718741459007993,Iron,3,1
Base_Dice,1711718741459029407,Iron,3,1
Base_Dice,1711718741459050373,Iron,2,1
Base_Dice,1711718741459071345,Iron,1,1
Base_Dice,1711718741459092184,Iron,3,1
Base_Dice,1711718741459113049,Iron,1,1
Base_Dice,1711718741459133901,Iron,2,1
Base_Dice,1711718741459154672,Iron,5,1
Base_Dice,1711718741459175529,Iron,2,1
Base_Dice,1711718741459196551,Iron,5,1
Base_Dice,1711718741459217472,Iron,4,1
Base_Dice,1711718741459238289,Iron,1,1
Base_Dice,1711718741459259130,Iron,1,1
Base_Dice,1711718741459279965,Iron,3,1
Base_Dice,1711718741459300828,Iron,3,1
Base_Dice,1711718741459321671,Iron,1,1
Base_Dice,1711718741459342507,Iron,5,1
Base_Dice,1711718741459363368,Iron,4,1
